,VCRNum,PullDate,Weekday,ShowDate,Channel,Show,Start,Finish,Duration,Showtime,Boundary,Start words,End words,Visual y/n,Visual descr,Visual time,Audio y/n,Audio descr,Audio time,Object y/n,Object descr,Object time,Notes,Tape duration
20,10,2006-07-12,3.0,2006-07-11,CNN,Situation_Room,00:02:03,01:02:03,01:00:00,16:00:00,," ""I'm Wolf Blitzer and You're in the Situation Room""",,y,"strip, theme","00:02:05, 00:03:10-00:03:26",y,"tune, ""I'm Wolf Blitzer and You're in the Situation Room""","00:02:06-00:02:17, 00:02:06",y,logo bottom right,00:02:06,,
21,10,2006-07-12,3.0,2006-07-11,CNN,Paula_Zahn_Now,01:02:04,02:02:08,01:00:04,17:00:00,,,,y,logo left side of screen,01:02:04-01:02:07,y,tune,01:02:04-01:02:17,y,logo bottom right,01:02:04,,
22,10,2006-07-12,3.0,2006-07-11,CNN,Larry_King_Live,02:02:09,03:01:59,00:59:50,18:00:00,black frame,,,y,"theme, screen","02:02:09-02:02:12, 02:02:36-02:02:42, 02:02:42",y,tune,"02:02:09-02:02:12, 02:02:36-02:02:42",y,logo bottom right,02:02:14,there are two themes at the beginning boundary,
23,10,2006-07-12,3.0,2006-07-11,CNN,Anderson_Cooper_360,03:02:00,05:04:01,02:02:01,19:00:00,split screen ,"""Good evening again"" ",,y,"theme, screen","03:02:09-03:03:11 , 03:03:03",y,"tune, ""Good evening again"" ","03:02:09-03:03:11, 3:03:12",y,"logo bottom right, log left half of screen","3:02:07, 03:03:12-03:03:15",,
24,10,2006-07-12,3.0,2006-07-11,CNN,Larry_King_Live,05:04:02,06:03:54,00:59:52,21:00:00,black frame ,,,y,"theme, screen","05:04:02-05:04:04, 05:04:29-05:04:37",y ,tune,"05:04:02-05:04:04, 05:04:29-05:04:37",y,logo bottom right ,05:04:05,"I think this is a repeat of the show above, there are 2 themes ",
25,10,2006-07-12,4.0,2006-07-12,CNN,American_Morning,06:06:34,08:04:30,01:57:56,05:00:00,black frame ,"""Good morning to you"" ",,y,screen,06:06:36,y,"tune, ""Good morning to you"" ","6:06:36- 06:06:37, 06:07:09",y,logo bottom right,06:07:14,Cut Program short at 08:04:30,
26,,,,,,,,,,,,,,,,,,,,,,,,
27,10,2006-07-13,4.0,2006-07-12,CNN,Situation_Room,00:02:02,01:02:06,01:00:04,16:00:00,,"""I'm Wolf Blitzer and You're in the Situation Room""",,y,"strip, theme","00:02:02, 00:03:11-00:03:26",y,"tune, ""I'm Wolf Blitzer and You're in the Situation Room""","00:02:03-00:02:17/00:03:11-00:03:26, 00:02:05",y,logo bottom right ,00:02:02,,
28,10,2006-07-13,4.0,2006-07-12,CNN,Paula_Zahn_Now,01:02:07,02:02:02,00:59:55,17:00:00,,,,n,,,y,tune,01:02:09-01:02:42,y,logo bottom right ,01:02:07,,
29,10,2006-07-13,4.0,2006-07-12,CNN,Larry_King_Live,02:02:03,03:02:08,01:00:05,18:00:00,black frame,,,y,theme,02:02:03-/02:02:0702:02:29-02:02:37,y,tune,02:02:03-02:02:07/02:02:29-02:02:37,y,logo bottom right ,02:02:06,,
30,10,2006-07-13,4.0,2006-07-12,CNN,Anderson_Cooper_360,03:02:09,05:01:50,01:59:41,19:00:00,,,,y,"screen, theme","03:02:52, 3:02:49- 03:03:00",y,tune,3:02:49- 03:03:00,y,logo bottom right ,03:02:09,cut program short at 05:01:50,
31,10,2006-07-13,4.0,2006-07-12,CNN,Larry_King_Live,05:05:57,06:03:59,00:58:02,21:00:00,,"""Good Evening""",,y,"theme, screen","05:05:57-05:05:58/05:06:23-05:06:30, 05:06:30",y,"tune, ""Good Evening""","05:05:57-05:05:58/05:06:23-05:06:30, 05:06:32",y,logo bottom right ,05:06:01,,
32,10,2006-07-13,5.0,2006-07-13,CNN,American_Morning,06:04:49,08:05:06,02:00:17,05:00:00,,,,,,,,,,,,,"program does not start at beginning boundary, cuts short at 08:05:07",
33,,,,,,,,,,,,,,,,,,,,,,,,
34,10,2006-07-14,5.0,2006-07-13,CNN,Situation_Room,00:02:00,01:01:40,00:59:40,16:00:00,,"""I'm Wolf Blitzer and You're in the Situation Room""",,y,"strip, theme","0:02:00-0:02:12, 0:03:04-0:03:16",y,"tune, ""I'm Wolf Blitzer and You're in the Situation Room""","0:03:04-0:03:16, 00:02:01 ",y,logo bottom right ,00:02:00,,
35,10,2006-07-14,5.0,2006-07-13,CNN,Paula_Zahn_Now,01:01:41,02:01:41,01:00:00,17:00:00,,"""Good Evening everybody""",,y,screen,01:01:41-01:01:45 ,y,"tune, ""Good Evening everybody""","1:01:41-1:02:21, 1:01:43",y,logo bottom right ,01:01:41,,
36,10,2006-07-14,5.0,2006-07-13,CNN,Larry_King_Live,02:01:43,03:01:51,01:00:08,18:00:00,black frame,,,y,"theme, screen","02:01:43-02:01:45/02:02:25-02:02:33, 02:02:33",y,tune,02:01:43-02:01:45/02:02:25-02:02:33,y,logo bottom right ,02:01:48,,
37,10,2006-07-14,5.0,2006-07-13,CNN,Anderson_Cooper_360,03:01:52,05:03:38,02:01:46,19:00:00,,"""Good evening again everyone,""",,y,"screen, theme","03:01:41-03:01:43, 03:02:38-03:02:52",y,"""Good evening again everyone,"" tune","03:01:52, 03:01:54-03:02:52",,logo bottom right ,03:01:52,,
38,10,2006-07-14,5.0,2006-07-13,CNN,Larry_King_Live,05:03:39,06:03:27,00:59:48,21:00:00,black frame,,,y,"theme, screen","05:03:40-05:03:41/05:04:21-05:04:29, 05:04:29",y,tune,05:03:40-05:03:41/05:04:21-05:04:29,y,logo bottom right ,05:03:44,,
39,10,2006-07-14,6.0,2006-07-14,CNN,American_Morning,06:04:22,07:48:00,01:43:38,05:00:00,,,,,,,,,,y,logo bottom right ,06:04:22,"program does not start at beginning boundary, cuts short at 07:48:00",
40,,,,,,,,,,,,,,,,,,,,,,,,
41,10,2000-11-25,6.0,2000-11-24,CNN,Sports_Illustrated,00:00:00,00:09:04,00:09:04,,,,,,,,,,,,,,"video starts at end of Sports Illustrated segment, no beginning boundary ",
42,10,2000-11-25,6.0,2000-11-24,CNN,Breaking_News,00:09:05,02:15:31,02:06:26,21:00:00,black frame,"""Welcome to viewers from around the world"" ","""That is World News, Thanks for watching""",y,"screen, strip","00:09:05-00:09:11, 00:09:13-00:09:19",y,"tune, ""This is CNN Breaking News""","00:09:05-00:09:08, 00:09:08-00:09:11",y,logo bottom right ,00:09:12,,
43,10,2000-11-25,6.0,2000-11-24,CNN,Sports_Illustrated,02:17:50,02:46:29,00:28:39,23:00:00,black frame,"""Glad you're with us"" ","""Have A Great Sunday, we'll see you tomorrow""",y,"screen, theme","02:17:49-02:17:52, 02:18:28-02:18:32",y,tune,02:18:28-02:18:32,y,logo bottom right ,02:18:33,,
44,10,2000-11-25,6.0,2000-11-24,CNN,Your_Money,02:47:48,03:12:21,00:24:33,23:30:00,black frame,"""Ready, Set, Shop.""",,y,"theme, screen","02:48:17-02:48:31, 02:48:30-02:48:31",y,"""This is Your Money,"" tune","02:48:28-02:48:29, 02:48:17-02:48:31",y,logo bottom left,02:47:48,,
45,10,2000-11-25,7.0,2000-11-25,CNN,CNN_In_Time,03:15:15,03:17:20,00:02:05,18:00:00,black frame,"""CNN in Time""",,y,screen,03:15:15-03:15:19,n,,,y,logo bottom right ,03:15:20,,
46,10,2000-11-25,7.0,2000-11-25,CNN,Showbiz_the_Weekend,03:17:23,03:44:24,00:27:01,16:30:00,black frame,"""Coming up on Showbiz this Weekend""","""I'm Bill Taj and we'll see you next time""",n,,,n,,,y,logo bottom left,03:17:24,,
47,10,2000-11-25,,,CNN,CNN_Weather_Center,03:44:29,03:45:57,00:01:28,,black frame,"""And Hello from the CNN Weather Center""",,y,strip,03:44:29-03:44:30,y,"""And Hello from the CNN Weather Center""",03:44:29-03:44:30,y,logo bottom right ,03:44:29,,
48,10,2000-11-25,,2000-11-25,CNN,Style_With_Elsa_Klensch ,03:47:46,04:13:34,00:25:48,,black frame,"""This is Style and I'm Elsa Klensch""",,y,"theme, screen","03:47:45-03:48:07, 03:48:07-03:48:08",y,"""This is Style and I'm Elsa Klensch""",03:48:10-03:48:11,y,logo bottom right ,03:48:09,,
49,10,2000-11-25,,2000-11-25,CNN,CNN_Weather_Center,04:13:35,04:14:58,00:01:23,,black frame,"""And Hello from the CNN Weather Center""",,y,strip,04:13:35-04:13:38,y,"""And Hello from the CNN Weather Center""",04:13:34-04:13:35,y,logo bottom right ,04:13:34,,
50,10,2000-11-25,,,CNN,CNN_Center,04:17:48,05:46:29,01:28:41,,black frame,"""Hello and Welcome""","""Thanks for your company""",y,"theme, strip","04:17:48-04:17:55, 04:17:56-04:18:01",y,"tune, ""Hello and Welcome""","04:17:48-04:17:55, 04:17:56-04:17:57",y,logo bottom right ,04:17:48,,
51,10,2000-11-25,,,CNN,Sports_Illustrated,05:46:30,06:14:41,00:28:11,,black frame,"""Glad you're with us"" ","""Have A Great Sunday, We'll see you tomorrow. take care."" ",y,"theme, screen","05:47:47-05:47:51, 05:47:50-05:47:51",y,tune,05:47:47-05:47:51,y,logo bottom right ,05:47:52,,
52,10,2000-11-25,,,CNN,World_News,06:17:49,06:46:29,00:28:40,,black frame,"""Hello, and welcome to world news""","""Thanks for your company""",y,"theme, strip","06:18:07-06:18:13, 06:18:13-06:18:18",y,tune,06:18:07-06:18:13,y,logo bottom right ,06:17:49,,
53,10,2000-11-25,,,CNN,Business_Unusual,06:47:56,07:13:19,00:25:23,,black frame,"""Welcome to Business Unusual""","""Thanks for joining us, goodbye from New York""",y,theme,06:47:56-06:48:39,y,"tune, ""Welcome to Business Unusual""",06:47:56-06:48:39,y,logo bottom right ,06:48:41,,
54,10,2000-11-25,,,CNN,CNN_Weather_Center,07:13:20,07:14:58,00:01:38,03:55:00,black frame,"""Good Morning Everyone""",,,strip,07:13:29-07:13:25,y,"""Good Morning Everyone""",07:13:29-07:13:21,y,logo bottom right ,07:13:29,,
55,10,2000-11-25,1.0,2000-11-26,CNN,Sunday_Morning_Election_2000,07:17:46,08:13:19,00:55:33,04:00:00,black frame,"""I'm Miles O'Brien, glad to have you with us""",,y,"theme, screen","07:17:46-07:17:59, 07:17:58-07:17:59",y,tune,07:17:46-07:17:59,y,logo bottom right ,07:18:34,last clip cut short a 08:13:19,
56,,,,,,,,,,,,,,,,,,,,,,,,
57,10,2001-11-04,7.0,2001-11-03,CNN,Strike_Against_Terror,00:01:50,01:35:01,01:33:11,16:00:00,Black frame,,"""that's the news, thanks for joining us"" ",y,"strip, theme, screen","00:01:50-00:02:15, 00:02:15- 00:02:21, 00:02:20-00:02:21",y,"tune, ""Hello I am Michael Holmes from the CNN Center"" ","00:02:15- 00:02:21, 00:02:22-00:02:24",y,logo bottom right,00:01:50,,
58,10,2001-11-04,7.0,2001-11-03,CNN,People_in_the_news,01:35:50,01:59:43,00:23:53,17:30:00,Black frame,,"""the whole world is listening""",y,"theme, screen","01:35:40- 01:35:55, 01:35:50-01:35:55",y,"tune, ""Now, on People in the News""","01:35:40- 01:35:55, 01:35:38-01:35:39",y,logo bottom right,01:35:57,,
59,10,2001-11-04,7.0,2001-11-03,CNN,Larry_King_Weekend,02:02:34,03:00:20,00:57:46,18:00:00,Black frame,,"""our thoughts and prayers are with their families and their friends""",y,theme,02: 03:59-02:04:04,y,"tune, ""they're all next on Larry King Weekend"" ","02: 03:59-02:04:04, 02:03:51-02:03:54",y,logo bottom right,02:02:34,,
60,10,2001-11-04,7.0,2001-11-03,CNN,CNN_Center,03:01:52,03:35:12,00:33:20,19:00:00,black frame,,,y,"theme, screen, strip","03:01:53-03:02:00, 03:01:58-03:02:00, 03:02:00-03:02:10",y,"tune, ""with the latest on the strike against terror"" ","03:01:53-03:02:00, 03:02:04-03:02:05",y,logo bottom right,03:01:52,,
61,10,2001-11-04,7.0,2001-11-03,CNN,Diplomatic_License ,03:35:12,03:59:51,00:24:39,19:30:00,black frame,"""Hello and welcome to diplomatic license""","""thanks for watching""",y,"theme, screen","03:35:26-03:35:33, 03:35:31-03:35:33",y,"tune, ""Hello and welcome to diplomatic license"" ","03:35:26-03:35:33, 03:35:34-03:35:35",y,logo bottom right,03:35:12,,
62,10,2001-11-04,1.0,2001-11-04,CNN,CNN_Center_(America_Strikes_Back),04:01:53,08:03:55,04:02:02,04:00:00,black frame,"""It is 7 am on the east coast, 4 am on the west coast"" ","""Now CNN presents Airport Insecurity""",y,"screen, strip ","04:01:53-04:01:59, 04:02:00",y,tune,04:01:53-04:01:59,y,logo bottom right,04:02:00,America strikes back is the main segment of the CNN center. at 06:01:35 the CNN center episode repeats ,
63,10,2001-11-04,1.0,2001-11-04,CNN,CNN_Presents_Airport_Insecurity,08:03:57,08:10:54,00:06:57,,black frame,"""Welcome to CNN Presents""",,y,"theme, screen","8:03:57-08:04:06, 08:04:03-08:04:06",y,"tune, ""Welcome to CNN Presents""","8:03:57-08:04:06, 08:05:10-08:05:11",y,logo bottom right,08:04:09,cuts at 08:10:54,
64,,,,,,,,,,,,,,,,,,,,,,,,
65,10,2001-11-13,,,CNN,Strike_Against_Terror,00:02:00,00:59:56,00:57:56,,black frame ,"""Hello and Welcome"" ","""I'll see you tomorrow""",y,"theme, screen, strip ","00:02:00-00:02:07, 00:02:05-00:02:07, 00:02:07",y,"tune, ""Hello and Welcome ""","00:02:00-00:02:07, 00:02:07-00:02:09",y,logo bottom right ,00:02:07,,
66,10,2001-11-13,,,CNN,Strike_Against_Terror,01:01:59,01:30:10,00:28:11,,black frame ,"""Hello and Welcome"" ",,y ,"theme, screen, strip ","01:01:59-01:02:05, 01:02:03-01:02:05, 01:02:06",y,"tune, ""Hello and Welcome""","01:01:59-01:02:05, 01:02:06-01:02:07",y,logo bottom right ,01:02:06,,
67,10,2001-11-13,,,CNN,CNN_Newsroom,01:31:56,01:59:38,00:27:42,,black frame ,"""Welcome to CNN Newsroom""","""see you tomorrow""",y,"theme, screen","1:31:56- 01:32:03, 01:32:00-01:32:03",y,"tune, ""Welcome to CNN Newsroom""","01:31:56- 01:32:03, 01:32:04-01:32:07",y,logo bottom right ,01:31:56,,
68,10,2001-11-13,2.0,2001-11-12,CNN,CNN_Center_America_Strikes_Back,02:01:57,04:01:54,01:59:57,02:00:00,black frame ,"""closing in"" ",,y,screen,2:01:57- 02:02:04,y,"tune, ""Good Morning""","2:01:57- 02:02:04, 02:02:59-02:03:00",y,"logo bottom left, logo bottom right","2:02:05-02:02:56, 02:02:58",,
69,,2001-11-13,2.0,2001-11-12,CNN,CNN_Center_America_Strikes_Back,04:01:55,08:11:06,04:09:11,04:00:00,black frame ,,,y,"theme,screen,strip","04:02:20-04:02:27, 04:02:25-04:02:27, 04:02:28-04:02:36",y,"tune, ""And Good Morning""","04:01:55-04:02:27, 04:02:27-04:02:28",,logo bottom right ,04:01:58,ends at 08:11:06 and cuts off rest of show,
70,,,,,,,,,,,,,,,,,,,,,,,,
71,10,2001-11-14,,,CNN,War_in_Afghanistan_CNN_Center,00:01:59,01:30:40,01:28:41,  ,black frame ,,"""We'll have more news after a short break"" ",y,"theme, screen","00:01:59-00:02:05, 00:02:03-00:02:05",y,"tune, ""Hello and Welcome"" ","00:01:59-00:02:05, 00:02:06-00:02:07",y,logo bottom right ,00:02:00,,
72,10,2001-11-14,,,CNN,CNN_Center_America_Strikes_Back,01:31:57,01:59:39,00:27:42,,black frame ,"""Welcome to CNN Newsroom""","""see you tomorrow""",y,"theme, screen","01:31:57-01:32:07, 01:32:03-01:32:07",y,"tune, ""Welcome to CNN Newsroom""","01:31:57-01:32:07, 01:32:08-01:32:09",y,logo bottom right ,01:31:57,,
73,10,2001-11-14,4.0,2001-11-14,CNN,CNN_Newsroom,02:01:58,04:01:50,01:59:52,02:00:00,black frame ,,"""We'll see you tomorrow""",y,"theme, screen","02:01:58-02:02:04, 02:02:02-02:02:04",y,"tune, ""Good morning""","02:01:58-02:02:04, 02:02:02-02:02:02",y,"logo bottom left, logo bottom right ","2:02:05-02:02:30, 02:02:06",,
74,10,2001-11-14,4.0,2001-11-14,CNN,CNN_Center_America_Strikes_Back,04:01:59,07:02:09,03:00:10,04:00:00,black frame ,,"""Let's turn to Miles O'Brien""",y,"theme, screen, strip","04:02:32-04:02:38, 04:02:35-04:02:38, 04:02:39-04:02:50",y,"tune, ""Good morning, thank you very much with being with us"" ","04:02:32-04:02:38, 04:02:40-04:02:42",y,logo bottom right ,04:01:59,,
75,10,2001-11-14,4.0,2001-11-14,CNN,CNN_Live_Target:_Terrorism,07:02:10,08:11:08,01:08:58,07:00:00,split screen,,,y,strip,07:02:10-07:03:08,y,"""This is CNN Live Today",07:03:03-07:03:04,y,logo bottom right ,07:02:10,ends at 08:11:08 and cuts off rest of show ,
76,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,
81,"       
2001-11-14_0000_US_00014033_V10_VHS25_MB9_H14_SB
",,,,,,,,,,,,,,,,,,,,,,,
