,VCRNum,PullDate,Weekday,ShowDate,Channel,Show,Start,Finish,Duration,Showtime,Boundary,Start words,End words,Visual y/n,Visual descr,Visual time,Audio y/n,Audio descr,Audio time,Object y/n,Object descr,Object time,Notes,Tape duration
13,2.0,2006-01-04,4.0,2006-01-04,KNBC,Channel_4_News_at_1130,07:38:05,08:06:01,00:27:56,11:30:00,black frame,,,y,"screen, theme","07:38:08, 07:38:05-07:38:11",y,"tune, ""This is the Channel four news at eleven thirty""","07:38:05-07:38:11, 07:38:07-07:38:10",y,CBS logo bottom right,07:38:12,Ends at 08:08:30,
14,2.0,2006-01-05,4.0,2006-01-04,KNBC,The_Ellen_DeGeneres_Show,00:00:51,00:58:47,00:57:56,16:00:00,black frame,,,y,"screen, theme","00:00:52, 00:00:51-00:01:06",y,tune,00:00:55-00:01:09,y,logo bottom left,00:01:12,,
15,2.0,2006-01-05,4.0,2006-01-04,KNBC,Channel_4_News_at_5pm,00:58:48,01:26:38,00:27:50,17:00:00,black frame,,,y,"screen, theme","00:58:52, 00:58:48-00:58:55",y,"tune, ""This is the Channel four news at five""","00:58:51-00:58:53, 00:58:49-00:58:52",y,"strip, CBS logo bottom right","00:58:55, 00:58:57",,
16,2.0,2006-01-05,4.0,2006-01-04,KNBC,Channel_4_News_at_530pm,01:29:40,01:55:50,00:26:10,17:30:00,black frame,,,y,"screen, theme","01:29:44, 01:29:40-01:29:47",y,"tune, ""This is the Channel four news at five thirty""","01:29:40-01:29:47, 01:29:42-01:29:46",y,"strip, CBS logo bottom right","01:29:47, 01:29:47",,
17,2.0,2006-01-05,4.0,2006-01-04,KNBC,Channel_4_News_at_6pm,01:58:50,02:29:48,00:30:58,18:00:00,black frame,,,y,"screen, theme","01:58:54, 01:58:50-01:58:57",y,"tune, ""This is the Channel four news at six""","01:58:50-01:58:57, 01:58:53-01:58:55",y,CBS logo bottom right,01:58:57,,
18,2.0,2006-01-05,4.0,2006-01-04,KNBC,NBC_Nightly_News_with_Brian_Williams,02:29:48,02:58:44,00:28:56,18:30:00,black frame,,,y,"theme, screen, theme","02:29:57-02:30:01, 02:30:45, 02:30:49-02:30:53",y,"tune, ""This is NBC Nightly News with Brian Williams""","02:30:41-02:30:47, 02:30:49-02:30:53",n,,,,
19,2.0,2006-01-05,4.0,2006-01-04,KNBC,Extra,03:00:21,03:28:00,00:27:39,19:00:00,,,,y,"screen, theme","03:00:23, 03:00:21-03:00:25",y,tune,03:00:21-03:00:25,y,logo bottom left,03:00:26,,
20,2.0,2006-01-05,4.0,2006-01-04,KNBC,Access_Hollywood,03:29:40,03:58:01,00:28:21,19:30:00,black frame,,,y,theme,03:29:41-03:29:47,n,,,y,logo bottom left,03:29:47,"Transition at 04:00:46, jump 3 hour",
21,2.0,2006-01-05,4.0,2006-01-04,KNBC,Channel_4_News_at_11pm,04:01:50,04:35:49,00:33:59,23:00:00,black frame,,,y,"screen, theme","04:01:55, 04:01:50-04:01:58",y,"tune, ""The Channel four news at eleven""","04:01:50-04:01:58, 04:01:55-04:01:57",y,screen,04:01:59,Transition at 04:36:43,
22,2.0,2006-01-05,5.0,2006-01-05,KNBC,Today_Show,04:37:54,07:07:39,02:29:45,07:00:00,,,,y,"screen, theme","04:38:00, 04:37:54-04:38:02",,"tune, ""This is Today""","04:37:54-04:58:06, 04:38:01-04:38:02",y,"logo top left, strip","04:38:30, 04:38:30",Transition at 07:07:39,
23,2.0,2006-01-05,5.0,2006-01-05,KNBC,Channel_4_News_at_11,07:08:13,07:34:47,00:26:34,11:00:00,black frame,,,y,"screen, theme","07:08:17, 07:08:13-07:08:20",y,"tune, ""This is the Channel four news at eleven am""","07:08:13-07:08:20, 07:08:16-07:08:19",y,CBS logo bottom right,07:08:14,,
24,2.0,2006-01-05,5.0,2006-01-05,KNBC,Channel_4_News_at_1130,07:37:12,08:06:01,00:28:49,11:30:00,black frame,,,y,"screen, theme","07:37:17, 07:37:12-07:37:19",y,"tune, ""This is the Channel four news at eleven thirty""","07:37:12-07:37:19, 07:37:16-07:37:18",y,CBS logo bottom right,07:37:21,,
25,,,,,,,,,00:00:00,,,,,,,,,,,,,,,
26,2.0,2006-01-09,6.0,2006-01-06,KNBC,The_Ellen_DeGeneres_Show,00:00:54,00:58:52,00:57:58,16:00:00,black frame,,,y,"screen, theme","00:00:55, 00:00:55-00:01:09",y,tune,00:00:51-00:01:06,y,logo bottom left,00:01:06,,
27,2.0,2006-01-09,6.0,2006-01-06,KNBC,Channel_4_News_at_5pm,00:58:52,01:25:00,00:26:08,17:00:00,black frame,,,y,"screen, theme","00:58:56, 00:58:52-00:59:00",y,"tune, ""This is the Channel four news at five""","00:58:52-00:59:00, 00:58:55-00:58:58",y,"strip, CBS logo bottom right","00:58:55, 00:58:57",,
28,2.0,2006-01-09,6.0,2006-01-06,KNBC,Channel_4_News_at_530pm,01:28:00,01:55:55,00:27:55,17:30:00,black frame,,,y,"screen, theme","01:28:04, 01:28:00-01:28:08",y,"tune, ""This is the Channel four news at five thirty""","01:28:00-01:28:08, 01:28:03-01:28:07",y,"strip, CBS logo bottom right","01:28:08, 01:28:08",,
29,2.0,2006-01-09,6.0,2006-01-06,KNBC,Channel_4_News_at_6pm,01:58:50,02:29:52,00:31:02,18:00:00,black frame,,,y,"screen, theme","01:58:54, 01:58:50-01:58:57",y,"tune, ""This is the Channel four news at six""","01:58:50-01:58:57, 01:58:53-01:58:56",y,CBS logo bottom right,01:58:57,,
30,2.0,2006-01-09,6.0,2006-01-06,KNBC,NBC_Nightly_News_with_Brian_Williams,02:29:53,02:58:58,00:29:05,18:30:00,black frame,,,y,"theme, screen, theme","02:29:53-02:29:57, 02:30:45, 02:30:42-02:30:53",y,"tune, ""This is NBC Nightly News with Brian Williams""","02:30:42-02:30:45, 02:30:45-02:30:53",n,,,,
31,2.0,2006-01-09,6.0,2006-01-06,KNBC,Extra,03:00:28,03:27:56,00:27:28,19:00:00,,,,y,"screen, theme","03:00:30, 03:00:28-03:00:32",y,tune, 03:00:28-03:00:32,y,logo bottom left,03:00:28,,
32,2.0,2006-01-09,6.0,2006-01-06,KNBC,Access_Hollywood,03:29:43,03:58:05,00:28:22,19:30:00,black frame,,,y,theme,03:29:43-03:29:48,n,,,y,logo bottom left,03:29:51,"Transition at 04:00:46, jump 3 hour",
33,2.0,2006-01-09,6.0,2006-01-06,KNBC,Channel_4_News_at_11pm,04:01:54,04:35:54,00:34:00,23:00:00,black frame,,,y,"screen, theme","04:01:58, 04:01:54-04:02:03",y,"tune, ""The Channel four news at eleven""","04:01:54-04:02:03, 04:02:00-04:02:02",y,strip,04:02:03,Transition at 04:36:43,
34,2.0,2006-01-09,2.0,2006-01-09,KNBC,Today_Show,04:37:52,07:07:43,02:29:51,07:00:00,,,,y,"screen, theme","04:37:59, 04:37:52-04:38:08",,"tune, ""This is Today""","04:37:52-04:38:08,04:37:58-04:37:59",y,logo bottom right,04:38:11,Transition at 07:07:39,
35,2.0,2006-01-09,2.0,2006-01-09,KNBC,Channel_4_News_at_11,07:08:19,07:35:19,00:27:00,11:00:00,black frame,,,y,"screen, theme","07:08:23, 07:08:19-07:08:27",y,"tune, ""This is the Channel four news at eleven am""","07:08:19-7:08:27, 07:08:22-7:08:24",y,strip,07:08:26,,
36,2.0,2006-01-09,2.0,2006-01-09,KNBC,Channel_4_News_at_1130,07:37:50,08:06:01,00:28:11,11:30:00,black frame,,,y,"screen, theme","07:37:55, 07:37:50-07:37:58",y,"tune, ""This is the Channel four news at eleven thirty""","07:37:50-07:37:58, 07:37:53-07:37:56",y,"strip, CBS logo bottom right","07:37:59, 07:37:59",,
37,,,,,,,,,,,,,,,,,,,,,,,,
38,2.0,2006-01-10,2.0,2006-01-09,KNBC,The_Ellen_DeGeneres_Show,00:00:42,12:58:39,12:57:57,16:00:00,black frame,,,y,"screen, theme","00:00:44, 00:00:42-00:00:57",y,tune,00:00:51-00:01:06,y,logo bottom left,00:00:57,,
39,2.0,2006-01-10,2.0,2006-01-09,KNBC,Channel_4_News_at_5pm,00:58:39,01:24:42,00:26:03,17:00:00,black frame,,,y,"screen, theme","00:58:43, 00:58:39-00:58:47",y,"tune, ""This is the Channel four news at five""","00:58:39-00:58:47, 00:58:42-00:58:45",y,"strip, CBS logo bottom right","00:58:47, 00:58:57",,
40,2.0,2006-01-10,2.0,2006-01-09,KNBC,Channel_4_News_at_530pm,01:27:44,01:55:19,00:27:35,17:30:00,black frame,,,y,"screen, theme","01:27:48, 01:27:44-01:27:51",y,"tune, ""This is the Channel four news at five thirty""","01:27:44-01:27:51, 01:27:47-01:27:50",y,"strip, CBS logo bottom right","01:27:51, 01:27:51",,
41,2.0,2006-01-10,2.0,2006-01-09,KNBC,Channel_4_News_at_6pm,01:58:18,02:29:39,00:31:21,18:00:00,black frame,,,y,"screen, theme","01:58:23, 01:58:18-01:58:25",y,"tune, ""This is the Channel four news at six""","01:58:18-01:58:25, 01:58:22-01:58:24",y,"strip, CBS logo bottom right","01:58:25, 01:58:25",,
42,2.0,2006-01-10,2.0,2006-01-09,KNBC,NBC_Nightly_News_with_Brian_Williams,02:30:22,02:58:33,00:28:11,18:30:00,black frame,,,y,"theme, screen","02:30:22-02:30:34, 02:30:26",y,"tune, ""This is NBC Nightly News with Brian Williams""","02:30:22-02:30:26, 02:30:30-02:30:34",n,,,,
43,2.0,2006-01-10,2.0,2006-01-09,KNBC,Extra,03:00:13,03:27:46,00:27:33,19:00:00,,,,y,"screen, theme","03:00:15, 03:00:13-03:00:17",y,tune, 03:00:13-03:00:17,y,logo bottom left,03:00:17,,
44,2.0,2006-01-10,2.0,2006-01-09,KNBC,Access_Hollywood,03:29:26,03:57:51,00:28:25,19:30:00,black frame,,,y,theme,03:29:26-03:29:36,n,,,y,logo bottom left,03:29:34,"Transition at 04:00:46, jump 3 hour",
45,2.0,2006-01-10,2.0,2006-01-09,KNBC,Channel_4_News_at_11pm,04:01:41,04:35:40,00:33:59,23:00:00,black frame,,,y,"screen, theme","04:01:45, 04:01:41-04:01:48",y,"tune, ""The Channel four news at eleven""","04:01:41-04:01:48, 04:01:46-04:01:48",y,"strip, CBS logo bottom right","04:01:49, 04:01:49",Transition at 04:36:43,
46,2.0,2006-01-10,3.0,2006-01-10,KNBC,Today_Show,04:37:40,07:02:22,02:24:42,07:00:00,,,,y,"screen, theme","04:37:46, 04:37:40-04:37:56",,"tune, ""This is Today""","04:37:40-04:37:56,04:37:46-04:37:47",y,"logo bottom right, logo bottom right","04:37:48, 04:37:59",Transition at 07:07:39,
47,2.0,2006-01-10,3.0,2006-01-10,KNBC,Channel_4_News_at_11,07:08:04,07:33:04,00:25:00,11:00:00,black frame,,,y,"screen, theme","07:08:08, 07:08:04-07:08:12",y,"tune, ""This is the Channel four news at eleven am""","07:08:04-07:08:12, 07:08:06-07:08:09",y,"strip, CBS logo bottom right","07:08:13, 07:08:13",,
48,2.0,2006-01-10,3.0,2006-01-10,KNBC,Channel_4_News_at_1130,07:35:34,08:05:58,00:30:24,11:30:00,black frame,,,y,"screen, theme","07:35:39, 07:35:34-07:35:43",y,"tune, ""This is the Channel four news at eleven thirty""","07:35:34-07:35:43, 07:35:38-07:35:41",y,"strip, CBS logo bottom right","07:35:43, 07:35:43",,
49,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,2006-07-07,5.0,2006-07-06,KNBC,The_Championships_Wimbledon,00:00:00,00:58:54,00:58:54,16:00:00,,,,n,,,n,,,y,CBS logo top right,00:00:02,,
51,2.0,2006-07-07,5.0,2006-07-06,KNBC,Channel_4_News_at_5pm,01:00:30,01:55:07,00:54:37,17:00:00,black frame,,,y,"screen, theme","01:00:34, 01:00:30-01:00:37",y,"tune, ""This is the Channel four news at five""","01:00:30-01:00:37, 01:00:33-01:00:36",y,"strip, CBS logo bottom right","01:00:39, 01:00:39",,
52,2.0,2006-07-07,5.0,2006-07-06,KNBC,Channel_4_News_at_6pm,01:58:07,02:29:55,00:31:48,18:00:00,black frame,,,y,"screen, theme","01:58:11, 01:58:07-01:58:14",y,"tune, ""This is the Channel four news at six""","01:58:07-01:58:14, 01:58:07-06:58:10",y,"strip, CBS logo bottom right","01:58:14, 01:58:14",,
53,2.0,2006-07-07,5.0,2006-07-06,KNBC,NBC_Nightly_News_with_Brian_Williams,02:30:38,02:58:48,00:28:10,18:30:00,black frame,,,y,"theme, screen","02:30:38-02:30:49, 02:30:41",y,"tune, ""This is NBC Nightly News with Brian Williams""","02:30:38-02:30:49, 02:30:46-02:30:49",n,,,,
54,2.0,2006-07-07,5.0,2006-07-06,KNBC,Extra,03:00:28,03:28:00,00:27:32,19:00:00,,,,y,"screen, theme","03:00:30, 03:00:28-03:00:31",y,tune,03:00:28-03:00:31,y,logo bottom left,03:00:32,,
55,2.0,2006-07-07,5.0,2006-07-06,KNBC,Access_Hollywood,03:29:48,03:58:07,00:28:19,19:30:00,black frame,,,y,theme,03:29:48-03:29:54,n,,,y,logo bottom left,03:29:55,"Transition at 04:00:46, jump 3 hour",
56,2.0,2006-07-07,5.0,2006-07-06,KNBC,Channel_4_News_at_11pm,04:01:56,04:35:55,00:33:59,23:00:00,black frame,,,y,"screen, theme","04:02:01, 04:01:56-04:02:05",y,"tune, ""The Channel four news at eleven""","04:01:56-04:02:05, 04:02:02-04:02:03",y,"strip, CBS logo bottom right","04:02:05, 04:02:06",Transition at 04:36:43,
57,2.0,2006-07-07,6.0,2006-07-07,KNBC,Today_Show,04:38:23,07:08:47,02:30:24,07:00:00,black frame,,,y,"logo, screen, theme","04:38:26, 04:39:16, 04:39:11-04:39:26",,"tune, ""This is Today""","04:39:11-04:39:26, 04:39:17-04:39:18",y,logo bottom right,04:39:29,New intro,
58,2.0,2006-07-07,6.0,2006-07-07,KNBC,Channel_4_News_at_11,07:09:24,07:36:08,00:26:44,11:00:00,black frame,,,y,"screen, theme","07:09:28, 07:09:24-07:09:31",y,"tune, ""This is the Channel four news at eleven am""","07:09:24-07:09:31, 07:09:26-07:09:29",y,"strip, CBS logo bottom right","07:09:31, 07:09:31",,
59,2.0,2006-07-07,6.0,2006-07-07,KNBC,Channel_4_News_at_1130,07:38:49,08:07:16,00:28:27,11:30:00,black frame,,,y,"screen, theme","07:38:53, 07:38:49-07:38:56",y,"tune, ""This is the Channel four news at eleven thirty""","07:38:49-07:38:56, 07:38:52-07:38:55",y,"strip, CBS logo bottom right","07:38:57, 07:38:57",,
